Current infected count,Newly infected count,Newly Susceptible,Total Immune
1,0,0,1424
52,51,0,1424
2070,2041,23,1424
11747,10732,1055,1424
6947,1065,5865,1424
9411,5864,3400,1424
8076,3400,4735,1424
8724,4735,4087,1424
8544,4087,4267,1424
8570,4267,4241,1424
8562,4241,4249,1424
8532,4249,4279,1424
8478,4279,4333,1424
8665,4333,4146,1424
8369,4146,4442,1424
8635,4442,4176,1424
8538,4176,4273,1424
8543,4273,4268,1424
8505,4268,4306,1424
8461,4306,4350,1424
8620,4350,4191,1424
8544,4191,4267,1424
8555,4267,4256,1424
8544,4256,4267,1424
8581,4267,4230,1424
8546,4230,4265,1424
8519,4265,4292,1424
8534,4292,4277,1424
8564,4277,4247,1424
8519,4247,4292,1424
8569,4292,4242,1424
8496,4242,4315,1424
8564,4315,4247,1424
8591,4247,4220,1424
8556,4220,4255,1424
8476,4255,4335,1424
8509,4335,4302,1424
8488,4302,4323,1424
8514,4323,4297,1424
8512,4297,4299,1424
8579,4299,4232,1424
8501,4232,4310,1424
8549,4310,4262,1424
8491,4262,4320,1424
8525,4320,4286,1424
8608,4286,4203,1424
8522,4203,4289,1424
8561,4289,4250,1424
8607,4250,4204,1424
8551,4204,4260,1424
8507,4260,4304,1424
8671,4304,4140,1424
8417,4140,4394,1424
8605,4394,4206,1424
8508,4206,4303,1424
8528,4303,4283,1424
8600,4283,4211,1424
8467,4211,4344,1424
8610,4344,4201,1424
8538,4201,4273,1424
8588,4273,4223,1424
8445,4223,4366,1424
8504,4366,4307,1424
8518,4307,4293,1424
8571,4293,4240,1424
8593,4240,4218,1424
8437,4218,4374,1424
8501,4374,4310,1424
8574,4310,4237,1424
8501,4237,4310,1424
8483,4310,4328,1424
8558,4328,4253,1424
8527,4253,4284,1424
8528,4284,4283,1424
8598,4283,4213,1424
8428,4213,4383,1424
8605,4383,4206,1424
8449,4206,4362,1424
8584,4362,4227,1424
8469,4227,4342,1424
8589,4342,4222,1424
8466,4222,4345,1424
8555,4345,4256,1424
8501,4256,4310,1424
8544,4310,4267,1424
8559,4267,4252,1424
8583,4252,4228,1424
8490,4228,4321,1424
8545,4321,4266,1424
8493,4266,4318,1424
8557,4318,4254,1424
8530,4254,4281,1424
8563,4281,4248,1424
8602,4248,4209,1424
8518,4209,4293,1424
8484,4293,4327,1424
8600,4327,4211,1424
8541,4211,4270,1424
8568,4270,4243,1424
8422,4243,4389,1424
8595,4389,4216,1424
8598,4216,4213,1424
8475,4213,4336,1424
8647,4336,4164,1424
8472,4164,4339,1424
8557,4339,4254,1424
8517,4254,4294,1424
8604,4294,4207,1424
8434,4207,4377,1424
8513,4377,4298,1424
8562,4298,4249,1424
8563,4249,4248,1424
8554,4248,4257,1424
8541,4257,4270,1424
8612,4270,4199,1424
8465,4199,4346,1424
8609,4346,4202,1424
8467,4202,4344,1424
8576,4344,4235,1424
8553,4235,4258,1424
8544,4258,4267,1424
8512,4267,4299,1424
8564,4299,4247,1424
8491,4247,4320,1424
8533,4320,4278,1424
8534,4278,4277,1424
8548,4277,4263,1424
8515,4263,4296,1424
8614,4296,4197,1424
8540,4197,4271,1424
8630,4271,4181,1424
8451,4181,4360,1424
8581,4360,4230,1424
8490,4230,4321,1424
8598,4321,4213,1424
8525,4213,4286,1424
8557,4286,4254,1424
8500,4254,4311,1424
8604,4311,4207,1424
8599,4207,4212,1424
8408,4212,4403,1424
8695,4403,4116,1424
8428,4116,4383,1424
8654,4383,4157,1424
8468,4157,4343,1424
8651,4343,4160,1424
8450,4160,4361,1424
8603,4361,4208,1424
8533,4208,4278,1424
8586,4278,4225,1424
8518,4225,4293,1424
8681,4293,4130,1424
8501,4130,4310,1424
8558,4310,4253,1424
8571,4253,4240,1424
8410,4240,4401,1424
8647,4401,4164,1424
8499,4164,4312,1424
8537,4312,4274,1424
8463,4274,4348,1424
8596,4348,4215,1424
8463,4215,4348,1424
8560,4348,4251,1424
8560,4251,4251,1424
8513,4251,4298,1424
8619,4298,4192,1424
8474,4192,4337,1424
8664,4337,4147,1424
8461,4147,4350,1424
8624,4350,4187,1424
8532,4187,4279,1424
8555,4279,4256,1424
8583,4256,4228,1424
8465,4228,4346,1424
8549,4346,4262,1424
8500,4262,4311,1424
8602,4311,4209,1424
8495,4209,4316,1424
8588,4316,4223,1424
8505,4223,4306,1424
8519,4306,4292,1424
