Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
66,65,0,1424
2935,2899,30,1454
12769,11269,1435,2889
6457,2,6314,9203
3231,0,3226,12429
1644,0,1587,14016
814,0,830,14846
388,0,426,15272
201,0,187,15459
102,0,99,15558
61,0,41,15599
28,0,33,15632
13,0,15,15647
8,0,5,15652
3,0,5,15657
0,0,3,15660
