Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
120,120,1,1425
329,270,61,1486
707,545,167,1653
1291,947,363,2016
2097,1452,646,2662
2803,1711,1005,3667
3025,1642,1420,5087
2739,1225,1511,6598
2215,845,1369,7967
1601,508,1122,9089
1098,285,788,9877
670,155,583,10460
426,89,333,10793
268,48,206,10999
153,22,137,11136
90,13,76,11212
55,7,42,11254
22,1,34,11288
6,1,17,11305
3,1,4,11309
2,0,1,11310
0,0,2,11312
