Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
56,56,1,1425
2260,2236,32,1457
11627,10518,1151,2608
5877,1,5751,8359
2943,0,2934,11293
1416,0,1527,12820
694,0,722,13542
368,0,326,13868
175,0,193,14061
97,0,78,14139
47,0,50,14189
17,0,30,14219
6,0,11,14230
3,0,3,14233
2,0,1,14234
1,0,1,14235
0,0,1,14236
