Current infected count,Newly infected count,Newly Susceptible,Total Immune
1,0,0,1424
54,53,0,1424
2238,2213,29,1424
11715,10571,1094,1424
6912,1096,5899,1424
9329,5899,3482,1424
8144,3482,4667,1424
8783,4667,4028,1424
8483,4028,4328,1424
8530,4328,4281,1424
8476,4281,4335,1424
8631,4335,4180,1424
8458,4180,4353,1424
8540,4353,4271,1424
8540,4271,4271,1424
8562,4271,4249,1424
8521,4249,4290,1424
8520,4290,4291,1424
8563,4291,4248,1424
8524,4248,4287,1424
8533,4287,4278,1424
8562,4278,4249,1424
8525,4249,4286,1424
8591,4286,4220,1424
8518,4220,4293,1424
8612,4293,4199,1424
8412,4199,4399,1424
8573,4399,4238,1424
8582,4238,4229,1424
8482,4229,4329,1424
8560,4329,4251,1424
8560,4251,4251,1424
8502,4251,4309,1424
8582,4309,4229,1424
8530,4229,4281,1424
8569,4281,4242,1424
8505,4242,4306,1424
8527,4306,4284,1424
8601,4284,4210,1424
8599,4210,4212,1424
8533,4212,4278,1424
8568,4278,4243,1424
8484,4243,4327,1424
8585,4327,4226,1424
8472,4226,4339,1424
8525,4339,4286,1424
8584,4286,4227,1424
8536,4227,4275,1424
8483,4275,4328,1424
8584,4328,4227,1424
8533,4227,4278,1424
8531,4278,4280,1424
8565,4280,4246,1424
8359,4246,4452,1424
8612,4452,4199,1424
8487,4199,4324,1424
8601,4324,4210,1424
8513,4210,4298,1424
8548,4298,4263,1424
8600,4263,4211,1424
8578,4211,4233,1424
8476,4233,4335,1424
8545,4335,4266,1424
8612,4266,4199,1424
8501,4199,4310,1424
8558,4310,4253,1424
8509,4253,4302,1424
8559,4302,4252,1424
8557,4252,4254,1424
8532,4254,4279,1424
8529,4279,4282,1424
8525,4282,4286,1424
8524,4286,4287,1424
8614,4287,4197,1424
8518,4197,4293,1424
8526,4293,4285,1424
8566,4285,4245,1424
8456,4245,4355,1424
8679,4355,4132,1424
8491,4132,4320,1424
8568,4320,4243,1424
8564,4243,4247,1424
8537,4247,4274,1424
8644,4274,4167,1424
8439,4167,4372,1424
8558,4372,4253,1424
8578,4253,4233,1424
8517,4233,4294,1424
8519,4294,4292,1424
8505,4292,4306,1424
8517,4306,4294,1424
8583,4294,4228,1424
8514,4228,4297,1424
8604,4297,4207,1424
8508,4207,4303,1424
8584,4303,4227,1424
8539,4227,4272,1424
8539,4272,4272,1424
8497,4272,4314,1424
8616,4314,4195,1424
8601,4195,4210,1424
8488,4210,4323,1424
8555,4323,4256,1424
8579,4256,4232,1424
8541,4232,4270,1424
8490,4270,4321,1424
8566,4321,4245,1424
8495,4245,4316,1424
8658,4316,4153,1424
8411,4153,4400,1424
8607,4400,4204,1424
8587,4204,4224,1424
8480,4224,4331,1424
8564,4331,4247,1424
8501,4247,4310,1424
8566,4310,4245,1424
8476,4245,4335,1424
8596,4335,4215,1424
8472,4215,4339,1424
8598,4339,4213,1424
8580,4213,4231,1424
8584,4231,4227,1424
8524,4227,4287,1424
8528,4287,4283,1424
8654,4283,4157,1424
8556,4157,4255,1424
8580,4255,4231,1424
8461,4231,4350,1424
8577,4350,4234,1424
8551,4234,4260,1424
8565,4260,4246,1424
8550,4246,4261,1424
8552,4261,4259,1424
8582,4259,4229,1424
8502,4229,4309,1424
8516,4309,4295,1424
8535,4295,4276,1424
8533,4276,4278,1424
8529,4278,4282,1424
8621,4282,4190,1424
8458,4190,4353,1424
8532,4353,4279,1424
8556,4279,4255,1424
8530,4255,4281,1424
8599,4281,4212,1424
8506,4212,4305,1424
8471,4305,4340,1424
8594,4340,4217,1424
8573,4217,4238,1424
8497,4238,4314,1424
8535,4314,4276,1424
8592,4276,4219,1424
8545,4219,4266,1424
8573,4266,4238,1424
8509,4238,4302,1424
8592,4302,4219,1424
8534,4219,4277,1424
8556,4277,4255,1424
8549,4255,4262,1424
8592,4262,4219,1424
8561,4219,4250,1424
8516,4250,4295,1424
8571,4295,4240,1424
8629,4240,4182,1424
8429,4182,4382,1424
8619,4382,4192,1424
8455,4192,4356,1424
8578,4356,4233,1424
8532,4233,4279,1424
8561,4279,4250,1424
8509,4250,4302,1424
8475,4302,4336,1424
8522,4336,4289,1424
8491,4289,4320,1424
8500,4320,4311,1424
8609,4311,4202,1424
8555,4202,4256,1424
8523,4256,4288,1424
8506,4288,4305,1424
8556,4305,4255,1424
8532,4255,4279,1424
