Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
63,62,0,0
489,455,29,29
1849,1592,232,261
4300,3399,948,1209
5837,3704,2167,3376
5149,2238,2926,6302
3581,933,2501,8803
2164,407,1824,10627
1168,127,1123,11750
636,51,583,12333
325,22,333,12666
156,8,177,12843
79,2,79,12922
44,2,37,12959
24,0,20,12979
8,0,16,12995
5,0,3,12998
4,0,1,12999
2,0,2,13001
1,0,1,13002
1,0,0,13002
1,0,0,13002
0,0,1,13003
