Current infected count,Newly infected count,Newly Susceptible,Total Immune
1,0,0,1424
65,64,0,1424
2949,2917,33,1424
12762,11286,1473,1424
7848,1473,6387,1424
10335,6387,3900,1424
9063,3900,5172,1424
9682,5172,4553,1424
9379,4553,4856,1424
9579,4856,4656,1424
9479,4656,4756,1424
9510,4756,4725,1424
9394,4725,4841,1424
9549,4841,4686,1424
9430,4686,4805,1424
9494,4805,4741,1424
9521,4741,4714,1424
9501,4714,4734,1424
9392,4734,4843,1424
9538,4843,4697,1424
9439,4697,4796,1424
9506,4796,4729,1424
9470,4729,4765,1424
9462,4765,4773,1424
9438,4773,4797,1424
9546,4797,4689,1424
9456,4689,4779,1424
9473,4779,4762,1424
9530,4762,4705,1424
9428,4705,4807,1424
9555,4807,4680,1424
9486,4680,4749,1424
9470,4749,4765,1424
9466,4765,4769,1424
9399,4769,4836,1424
9566,4836,4669,1424
9380,4669,4855,1424
9482,4855,4753,1424
9362,4753,4873,1424
9549,4873,4686,1424
9454,4686,4781,1424
9475,4781,4760,1424
9399,4760,4836,1424
9589,4836,4646,1424
9478,4646,4757,1424
9512,4757,4723,1424
9489,4723,4746,1424
9454,4746,4781,1424
9503,4781,4732,1424
9450,4732,4785,1424
9609,4785,4626,1424
9455,4626,4780,1424
9561,4780,4674,1424
9410,4674,4825,1424
9525,4825,4710,1424
9468,4710,4767,1424
9566,4767,4669,1424
9489,4669,4746,1424
9448,4746,4787,1424
9518,4787,4717,1424
9490,4717,4745,1424
9482,4745,4753,1424
9533,4753,4702,1424
9492,4702,4743,1424
9495,4743,4740,1424
9403,4740,4832,1424
9634,4832,4601,1424
9443,4601,4792,1424
9506,4792,4729,1424
9478,4729,4757,1424
9533,4757,4702,1424
9461,4702,4774,1424
9461,4774,4774,1424
9479,4774,4756,1424
9470,4756,4765,1424
9451,4765,4784,1424
9590,4784,4645,1424
9449,4645,4786,1424
9502,4786,4733,1424
9477,4733,4758,1424
9538,4758,4697,1424
9438,4697,4797,1424
9541,4797,4694,1424
9459,4694,4776,1424
9547,4776,4688,1424
9426,4688,4809,1424
9487,4809,4748,1424
9535,4748,4700,1424
9446,4700,4789,1424
9513,4789,4722,1424
9538,4722,4697,1424
9399,4697,4836,1424
9447,4836,4788,1424
9553,4788,4682,1424
9479,4682,4756,1424
9420,4756,4815,1424
9562,4815,4673,1424
9325,4673,4910,1424
9515,4910,4720,1424
9467,4720,4768,1424
9577,4768,4658,1424
9395,4658,4840,1424
9549,4840,4686,1424
9450,4686,4785,1424
9545,4785,4690,1424
9487,4690,4748,1424
9469,4748,4766,1424
9492,4766,4743,1424
9535,4743,4700,1424
9476,4700,4759,1424
9449,4759,4786,1424
9416,4786,4819,1424
9523,4819,4712,1424
9479,4712,4756,1424
9522,4756,4713,1424
9456,4713,4779,1424
9500,4779,4735,1424
9477,4735,4758,1424
9440,4758,4795,1424
9521,4795,4714,1424
9482,4714,4753,1424
9475,4753,4760,1424
9595,4760,4640,1424
9405,4640,4830,1424
9527,4830,4708,1424
9489,4708,4746,1424
9586,4746,4649,1424
9349,4649,4886,1424
9525,4886,4710,1424
9429,4710,4806,1424
9603,4806,4632,1424
9447,4632,4788,1424
9493,4788,4742,1424
9497,4742,4738,1424
9536,4738,4699,1424
9455,4699,4780,1424
9488,4780,4747,1424
9415,4747,4820,1424
9560,4820,4675,1424
9437,4675,4798,1424
9597,4798,4638,1424
9416,4638,4819,1424
9538,4819,4697,1424
9448,4697,4787,1424
9562,4787,4673,1424
9626,4673,4609,1424
9336,4609,4899,1424
9601,4899,4634,1424
9475,4634,4760,1424
9473,4760,4762,1424
9524,4762,4711,1424
9447,4711,4788,1424
9530,4788,4705,1424
9494,4705,4741,1424
9534,4741,4701,1424
9415,4701,4820,1424
9568,4820,4667,1424
9359,4667,4876,1424
9621,4876,4614,1424
9462,4614,4773,1424
9516,4773,4719,1424
9542,4719,4693,1424
9531,4693,4704,1424
9472,4704,4763,1424
9463,4763,4772,1424
9505,4772,4730,1424
9463,4730,4772,1424
9513,4772,4722,1424
9521,4722,4714,1424
9499,4714,4736,1424
9483,4736,4752,1424
9510,4752,4725,1424
9461,4725,4774,1424
9562,4774,4673,1424
9519,4673,4716,1424
9324,4716,4911,1424
9528,4911,4707,1424
9448,4707,4787,1424
9555,4787,4680,1424
9432,4680,4803,1424
9575,4803,4660,1424
