Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
43,42,0,1424
1838,1818,23,1447
11835,10923,926,2373
6022,28,5841,8214
3030,0,2992,11206
1520,0,1510,12716
816,0,704,13420
429,0,387,13807
194,0,235,14042
83,0,111,14153
37,0,46,14199
21,0,16,14215
8,0,13,14228
4,0,4,14232
4,0,0,14232
4,0,0,14232
1,0,3,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
0,0,1,14236
