Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
43,42,0,1424
126,106,23,1447
396,336,66,1513
868,687,215,1728
1774,1319,413,2141
2802,1897,869,3010
3311,1958,1449,4459
3239,1598,1670,6129
2655,1051,1635,7764
1927,580,1308,9072
1260,290,957,10029
832,200,628,10657
500,88,420,11077
284,45,261,11338
177,21,128,11466
85,12,104,11570
42,4,47,11617
25,3,20,11637
13,1,13,11650
5,1,9,11659
2,1,4,11663
0,0,2,11665
