Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
20,19,0,1424
88,74,6,1430
785,740,43,1473
4225,3828,388,1861
10948,8853,2130,3991
6207,726,5467,9458
3111,0,3096,12554
1570,0,1541,14095
756,0,814,14909
377,0,379,15288
197,0,180,15468
99,0,98,15566
55,0,44,15610
32,0,23,15633
16,0,16,15649
8,0,8,15657
5,0,3,15660
2,0,3,15663
2,0,0,15663
0,0,2,15665
