Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
43,43,1,1425
2047,2022,18,1443
13193,12166,1020,2463
6636,4,6561,9024
3308,0,3328,12352
1642,0,1666,14018
854,0,788,14806
417,0,437,15243
196,0,221,15464
91,0,105,15569
46,0,45,15614
19,0,27,15641
11,0,8,15649
7,0,4,15653
3,0,4,15657
2,0,1,15658
0,0,2,15660
