Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
19,19,1,1425
59,49,9,1434
579,551,31,1465
2675,2388,292,1757
9158,7795,1312,3069
6612,2010,4556,7625
3328,4,3288,10913
1689,0,1639,12552
824,0,865,13417
405,0,419,13836
211,0,194,14030
111,0,100,14130
50,0,61,14191
22,0,28,14219
9,0,13,14232
6,0,3,14235
4,0,2,14237
0,0,4,14241
