Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
140,140,1,1424
583,512,69,1493
1970,1675,288,1781
4402,3426,994,2775
5807,3614,2209,4984
5183,2238,2862,7846
3557,902,2528,10374
2108,359,1808,12182
1208,133,1033,13215
668,54,594,13809
320,16,364,14173
161,7,166,14339
90,3,74,14413
55,2,37,14450
36,2,21,14471
15,0,21,14492
9,0,6,14498
4,0,5,14503
2,0,2,14505
1,0,1,14506
0,0,1,14507
