Current infected count,Newly infected count,Newly Susceptible,Total Immune
1,0,0,0
69,68,0,0
3071,3033,31,0
12718,11165,1518,0
7909,1518,6327,0
10330,6326,3905,0
9029,3905,5206,0
9753,5206,4482,0
9302,4482,4933,0
9666,4933,4569,0
9396,4569,4839,0
9549,4839,4686,0
9471,4686,4764,0
9488,4764,4747,0
9456,4747,4779,0
9519,4779,4716,0
9583,4716,4652,0
9477,4652,4758,0
9463,4758,4772,0
9463,4772,4772,0
9504,4772,4731,0
9605,4731,4630,0
9412,4630,4823,0
9556,4823,4679,0
9382,4679,4853,0
9546,4853,4689,0
9454,4689,4781,0
9441,4781,4794,0
9536,4794,4699,0
9429,4699,4806,0
9596,4806,4639,0
9443,4639,4792,0
9513,4792,4722,0
9492,4722,4743,0
9425,4743,4810,0
9495,4810,4740,0
9417,4740,4818,0
9543,4818,4692,0
9440,4692,4795,0
9455,4795,4780,0
9472,4780,4763,0
9497,4763,4738,0
9479,4738,4756,0
9539,4756,4696,0
9418,4696,4817,0
9449,4817,4786,0
9527,4786,4708,0
9439,4708,4796,0
9536,4796,4699,0
9425,4699,4810,0
9498,4810,4737,0
9486,4737,4749,0
9503,4749,4732,0
9465,4732,4770,0
9429,4770,4806,0
9569,4806,4666,0
9390,4666,4845,0
9531,4845,4704,0
9462,4704,4773,0
9608,4773,4627,0
9433,4627,4802,0
9518,4802,4717,0
9444,4717,4791,0
9513,4791,4722,0
9397,4722,4838,0
9561,4838,4674,0
9400,4674,4835,0
9458,4835,4777,0
9511,4777,4724,0
9461,4724,4774,0
9549,4774,4686,0
9390,4686,4845,0
9465,4845,4770,0
9451,4770,4784,0
9483,4784,4752,0
9456,4752,4779,0
9443,4779,4792,0
9550,4792,4685,0
9457,4685,4778,0
9544,4778,4691,0
9459,4691,4776,0
9528,4776,4707,0
9450,4707,4785,0
9493,4785,4742,0
9471,4742,4764,0
9508,4764,4727,0
9472,4727,4763,0
9510,4763,4725,0
9457,4725,4778,0
9497,4778,4738,0
9482,4738,4753,0
9427,4753,4808,0
9494,4808,4741,0
9550,4741,4685,0
9507,4685,4728,0
9463,4728,4772,0
9507,4772,4728,0
9427,4728,4808,0
9627,4808,4608,0
9397,4608,4838,0
9574,4838,4661,0
9458,4661,4777,0
9500,4777,4735,0
9518,4735,4717,0
9554,4717,4681,0
9449,4681,4786,0
9504,4786,4731,0
9404,4731,4831,0
9554,4831,4681,0
9504,4681,4731,0
9427,4731,4808,0
9546,4808,4689,0
9411,4689,4824,0
9472,4824,4763,0
9547,4763,4688,0
9468,4688,4767,0
9538,4767,4697,0
9434,4697,4801,0
9517,4801,4718,0
9511,4718,4724,0
9647,4724,4588,0
9444,4588,4791,0
9474,4791,4761,0
9461,4761,4774,0
9549,4774,4686,0
9514,4686,4721,0
9448,4721,4787,0
9494,4787,4741,0
9502,4741,4733,0
9530,4733,4705,0
9467,4705,4768,0
9528,4768,4707,0
9530,4707,4705,0
9540,4705,4695,0
9566,4695,4669,0
9520,4669,4715,0
9487,4715,4748,0
9483,4748,4752,0
9502,4752,4733,0
9510,4733,4725,0
9480,4725,4755,0
9508,4755,4727,0
9524,4727,4711,0
9437,4711,4798,0
9440,4798,4795,0
9459,4795,4776,0
9499,4776,4736,0
9593,4736,4642,0
9425,4642,4810,0
9506,4810,4729,0
9481,4729,4754,0
9499,4754,4736,0
9419,4736,4816,0
9501,4816,4734,0
9447,4734,4788,0
9601,4788,4634,0
9344,4634,4891,0
9528,4891,4707,0
9449,4707,4786,0
9585,4786,4650,0
9405,4650,4830,0
9618,4830,4617,0
9474,4617,4761,0
9499,4761,4736,0
9459,4736,4776,0
9560,4776,4675,0
9467,4675,4768,0
9445,4768,4790,0
9539,4790,4696,0
9490,4696,4745,0
9435,4745,4800,0
9530,4800,4705,0
9449,4705,4786,0
9525,4786,4710,0
9465,4710,4770,0
9477,4770,4758,0
9555,4758,4680,0
9585,4680,4650,0
9485,4650,4750,0
9512,4750,4723,0
9482,4723,4753,0
