Current infected count,Newly infected count,Newly Susceptible,Total Immune
1,0,0,1429
19,19,1,1429
82,77,14,1429
565,524,41,1429
2914,2624,275,1429
9385,7928,1457,1429
8195,3424,4614,1429
8670,4616,4141,1429
8504,4141,4307,1429
8548,4307,4263,1429
8444,4263,4367,1429
8604,4367,4207,1429
8573,4207,4238,1429
8516,4238,4295,1429
8649,4295,4162,1429
8487,4162,4324,1429
8571,4324,4240,1429
8521,4240,4290,1429
8591,4290,4220,1429
8546,4220,4265,1429
8541,4265,4270,1429
8625,4270,4186,1429
8447,4186,4364,1429
8612,4364,4199,1429
8541,4199,4270,1429
8570,4270,4241,1429
8514,4241,4297,1429
8629,4297,4182,1429
8612,4182,4199,1429
8473,4199,4338,1429
8604,4338,4207,1429
8519,4207,4292,1429
8584,4292,4227,1429
8519,4227,4292,1429
8559,4292,4252,1429
8472,4252,4339,1429
8539,4339,4272,1429
8689,4272,4122,1429
8553,4122,4258,1429
8572,4258,4239,1429
8492,4239,4319,1429
8619,4319,4192,1429
8467,4192,4344,1429
8500,4344,4311,1429
8516,4311,4295,1429
8470,4295,4341,1429
8545,4341,4266,1429
8592,4266,4219,1429
8530,4219,4281,1429
8521,4281,4290,1429
8553,4290,4258,1429
8532,4258,4279,1429
8516,4279,4295,1429
8534,4295,4277,1429
8615,4277,4196,1429
8540,4196,4271,1429
8508,4271,4303,1429
8623,4303,4188,1429
8486,4188,4325,1429
8626,4325,4185,1429
8495,4185,4316,1429
8495,4316,4316,1429
8526,4316,4285,1429
8534,4285,4277,1429
8483,4277,4328,1429
8618,4328,4193,1429
8539,4193,4272,1429
8490,4272,4321,1429
8539,4321,4272,1429
8535,4272,4276,1429
8522,4276,4289,1429
8568,4289,4243,1429
8573,4243,4238,1429
8587,4238,4224,1429
8571,4224,4240,1429
8556,4240,4255,1429
8503,4255,4308,1429
8619,4308,4192,1429
8608,4192,4203,1429
8524,4203,4287,1429
8649,4287,4162,1429
8532,4162,4279,1429
8488,4279,4323,1429
8542,4323,4269,1429
8657,4269,4154,1429
8433,4154,4378,1429
8531,4378,4280,1429
8506,4280,4305,1429
8632,4305,4179,1429
8489,4179,4322,1429
8645,4322,4166,1429
8493,4166,4318,1429
8544,4318,4267,1429
8506,4267,4305,1429
8567,4305,4244,1429
8608,4244,4203,1429
8434,4203,4377,1429
8523,4377,4288,1429
8473,4288,4338,1429
8548,4338,4263,1429
8487,4263,4324,1429
8592,4324,4219,1429
8507,4219,4304,1429
8535,4304,4276,1429
8530,4276,4281,1429
8522,4281,4289,1429
8572,4289,4239,1429
8548,4239,4263,1429
8590,4263,4221,1429
8449,4221,4362,1429
8664,4362,4147,1429
8550,4147,4261,1429
8510,4261,4301,1429
8563,4301,4248,1429
8562,4248,4249,1429
8586,4249,4225,1429
8503,4225,4308,1429
8564,4308,4247,1429
8554,4247,4257,1429
8563,4257,4248,1429
8547,4248,4264,1429
8417,4264,4394,1429
8622,4394,4189,1429
8561,4188,4249,1429
8502,4250,4309,1429
8510,4309,4301,1429
8559,4301,4252,1429
8614,4252,4197,1429
8528,4197,4283,1429
8503,4283,4308,1429
8546,4308,4265,1429
8542,4265,4269,1429
8531,4269,4280,1429
8517,4280,4294,1429
8544,4294,4267,1429
8542,4267,4269,1429
8586,4269,4225,1429
8513,4225,4298,1429
8527,4298,4284,1429
8524,4284,4287,1429
8594,4287,4217,1429
8535,4217,4276,1429
8522,4276,4289,1429
8596,4289,4215,1429
8559,4215,4252,1429
8516,4252,4295,1429
8579,4295,4232,1429
8537,4232,4274,1429
8548,4274,4263,1429
8610,4263,4201,1429
8500,4201,4311,1429
8509,4311,4302,1429
8569,4302,4242,1429
8553,4242,4258,1429
8557,4258,4254,1429
8534,4254,4277,1429
8565,4277,4246,1429
8497,4246,4314,1429
8547,4314,4264,1429
8624,4264,4187,1429
8556,4187,4255,1429
8472,4255,4339,1429
8570,4339,4241,1429
8535,4241,4276,1429
8557,4276,4254,1429
8562,4254,4249,1429
8552,4249,4259,1429
8522,4259,4289,1429
8510,4289,4301,1429
8541,4301,4270,1429
8606,4270,4205,1429
8497,4205,4314,1429
8620,4314,4191,1429
8529,4191,4282,1429
8449,4282,4362,1429
8499,4362,4312,1429
8574,4312,4237,1429
8547,4237,4264,1429
8500,4264,4311,1429
8620,4311,4191,1429
8567,4191,4244,1429
