Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
6,6,1,1
133,131,4,5
754,687,66,71
2569,2184,369,440
4843,3587,1313,1753
5728,3323,2438,4191
4718,1923,2933,7124
3153,771,2336,9460
1847,274,1580,11040
1025,109,931,11971
523,36,538,12509
266,12,269,12778
133,7,140,12918
66,2,69,12987
33,0,33,13020
16,0,17,13037
10,0,6,13043
5,0,5,13048
3,1,3,13051
1,0,2,13053
0,0,1,13054
