Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
18,17,0,1424
62,50,6,1430
579,555,38,1468
3236,2928,271,1739
10611,8983,1608,3347
6998,1707,5320,8667
3426,0,3572,12239
1764,0,1662,13901
867,0,897,14798
463,0,404,15202
213,0,250,15452
106,0,107,15559
60,0,46,15605
26,0,34,15639
16,0,10,15649
6,0,10,15659
3,0,3,15662
3,0,0,15662
1,0,2,15664
1,0,0,15664
0,0,1,15665
