Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
50,49,0,1424
2321,2302,31,1455
12993,11881,1209,2664
6491,3,6505,9169
3192,0,3299,12468
1556,0,1636,14104
767,0,789,14893
378,0,389,15282
191,0,187,15469
90,0,101,15570
42,0,48,15618
24,0,18,15636
12,0,12,15648
4,0,8,15656
3,0,1,15657
2,0,1,15658
1,0,1,15659
0,0,1,15660
