Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
27,26,0,1424
139,125,13,1437
869,814,84,1521
5203,4756,422,1943
10591,8041,2653,4596
5756,478,5313,9909
2879,0,2877,12786
1438,0,1441,14227
731,0,707,14934
378,0,353,15287
194,0,184,15471
85,0,109,15580
44,0,41,15621
24,0,20,15641
9,0,15,15656
4,0,5,15661
1,0,3,15664
1,0,0,15664
0,0,1,15665
