Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
66,65,0,1424
377,343,32,1456
1685,1495,187,1643
4122,3284,847,2490
5790,3767,2099,4589
5319,2422,2893,7482
3643,1074,2750,10231
2210,393,1826,12057
1319,182,1073,13130
703,55,671,13801
368,19,354,14155
183,9,194,14349
102,4,85,14434
47,0,55,14489
22,0,25,14514
8,0,14,14528
4,0,4,14532
1,0,3,14535
1,0,0,14535
1,0,0,14535
1,0,0,14535
1,0,0,14535
1,0,0,14535
0,0,1,14536
