Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
15,14,0,1424
108,101,8,1432
672,615,51,1483
3683,3371,360,1843
9417,7585,1851,3694
5923,1130,4624,8318
2971,0,2952,11270
1489,0,1482,12752
735,0,754,13506
349,0,386,13892
162,0,187,14079
83,0,79,14158
34,0,49,14207
18,0,16,14223
11,0,7,14230
6,0,5,14235
3,0,3,14238
2,0,1,14239
1,0,1,14240
0,0,1,14241
