Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
18,17,0,1424
110,101,9,1433
606,547,51,1484
3557,3257,306,1790
9282,7509,1784,3574
5994,1385,4673,8247
3014,0,2980,11227
1518,0,1496,12723
758,0,760,13483
389,0,369,13852
211,0,178,14030
100,0,111,14141
55,0,45,14186
28,0,27,14213
16,0,12,14225
8,0,8,14233
4,0,4,14237
3,0,1,14238
1,0,2,14240
0,0,1,14241
