Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
25,24,0,1424
146,132,11,1435
1141,1060,65,1500
6107,5568,602,2102
10309,7243,3041,5143
5422,213,5100,10243
2767,0,2655,12898
1405,0,1362,14260
695,0,710,14970
346,0,349,15319
175,0,171,15490
73,0,102,15592
36,0,37,15629
14,0,22,15651
8,0,6,15657
3,0,5,15662
2,0,1,15663
2,0,0,15663
0,0,2,15665
