Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
48,48,1,1424
598,577,27,1451
2063,1766,301,1752
4502,3450,1011,2763
5880,3601,2223,4986
5054,2178,3004,7990
3455,930,2529,10519
2155,383,1683,12202
1165,113,1103,13305
633,49,581,13886
314,20,339,14225
153,6,167,14392
80,1,74,14466
43,0,37,14503
18,0,25,14528
6,0,12,14540
4,0,2,14542
2,0,2,14544
1,0,1,14545
1,0,0,14545
1,0,0,14545
1,0,0,14545
0,0,1,14546
