Current infected count,Newly infected count,Newly Susceptible,Total Immune
1,0,0,1424
46,45,0,1424
101,84,29,1424
180,131,52,1424
308,216,88,1424
477,314,145,1424
746,498,229,1424
1160,780,366,1424
1862,1263,561,1424
2528,1597,931,1424
3339,2049,1238,1424
4059,2345,1625,1424
4519,2488,2028,1424
4901,2605,2223,1424
5091,2702,2512,1424
5301,2753,2543,1424
5412,2718,2607,1424
5441,2760,2731,1424
5514,2752,2679,1424
5424,2750,2840,1424
5475,2763,2712,1424
5493,2750,2732,1424
5468,2755,2780,1424
5596,2811,2683,1424
5561,2724,2759,1424
5563,2797,2795,1424
5535,2792,2820,1424
5616,2812,2731,1424
5519,2777,2874,1424
5533,2789,2775,1424
5571,2774,2736,1424
5653,2802,2720,1424
5590,2749,2812,1424
5639,2763,2714,1424
5631,2772,2780,1424
5509,2793,2915,1424
5595,2766,2680,1424
5473,2710,2832,1424
5580,2828,2721,1424
5593,2776,2763,1424
5578,2771,2786,1424
5584,2797,2791,1424
5549,2703,2738,1424
5444,2692,2797,1424
5574,2822,2692,1424
5526,2796,2844,1424
5637,2828,2717,1424
5556,2758,2839,1424
5529,2745,2772,1424
5578,2815,2766,1424
5466,2775,2887,1424
5512,2801,2755,1424
5550,2740,2702,1424
5471,2747,2826,1424
5538,2799,2732,1424
5553,2779,2764,1424
5585,2797,2765,1424
5657,2782,2710,1424
5662,2744,2739,1424
5582,2751,2831,1424
5581,2823,2824,1424
5622,2729,2688,1424
5527,2691,2786,1424
5592,2805,2740,1424
5623,2777,2746,1424
5574,2751,2800,1424
5599,2810,2785,1424
5554,2731,2776,1424
5544,2791,2801,1424
5438,2661,2767,1424
5474,2724,2688,1424
5454,2724,2744,1424
5408,2757,2803,1424
5496,2763,2675,1424
5593,2836,2739,1424
5469,2721,2845,1424
5475,2776,2770,1424
5491,2773,2757,1424
5542,2844,2793,1424
5627,2753,2668,1424
5589,2757,2795,1424
5391,2630,2828,1424
5538,2830,2683,1424
5458,2726,2806,1424
5535,2806,2729,1424
5538,2750,2747,1424
5598,2752,2692,1424
5543,2764,2819,1424
5508,2796,2831,1424
5572,2773,2709,1424
5438,2690,2824,1424
5563,2796,2671,1424
5478,2767,2852,1424
5536,2805,2747,1424
5456,2753,2833,1424
5590,2786,2652,1424
5613,2791,2768,1424
5462,2720,2871,1424
5568,2833,2727,1424
5560,2784,2792,1424
5569,2746,2737,1424
5500,2780,2849,1424
5497,2806,2809,1424
5514,2781,2764,1424
5589,2803,2728,1424
5492,2710,2807,1424
5578,2788,2702,1424
5545,2767,2800,1424
5597,2770,2718,1424
5537,2786,2846,1424
5566,2763,2734,1424
5463,2722,2825,1424
5590,2806,2679,1424
5537,2737,2790,1424
5462,2718,2793,1424
5516,2792,2738,1424
5573,2815,2758,1424
5568,2789,2794,1424
5586,2738,2720,1424
5620,2842,2808,1424
5403,2651,2868,1424
5521,2831,2713,1424
5542,2775,2754,1424
5525,2768,2785,1424
5449,2749,2825,1424
5472,2783,2760,1424
5579,2832,2725,1424
5498,2710,2791,1424
5596,2806,2708,1424
5589,2774,2781,1424
5628,2840,2801,1424
5570,2727,2785,1424
5520,2761,2811,1424
5587,2838,2771,1424
5567,2803,2823,1424
5517,2794,2844,1424
5537,2786,2766,1424
5518,2734,2753,1424
5582,2778,2714,1424
5582,2785,2785,1424
5506,2760,2836,1424
5470,2724,2760,1424
5525,2830,2775,1424
5480,2755,2800,1424
5577,2861,2764,1424
5576,2774,2775,1424
5527,2737,2786,1424
5528,2775,2774,1424
5514,2796,2810,1424
5507,2765,2772,1424
5490,2763,2780,1424
5467,2781,2804,1424
5547,2808,2728,1424
5535,2780,2792,1424
5508,2752,2779,1424
5544,2768,2732,1424
5498,2738,2784,1424
5463,2704,2739,1424
5495,2778,2746,1424
5610,2795,2680,1424
5546,2701,2765,1424
5516,2768,2798,1424
5509,2785,2792,1424
5616,2803,2696,1424
5574,2797,2839,1424
5476,2681,2779,1424
5537,2783,2722,1424
5607,2814,2744,1424
5565,2775,2817,1424
5458,2766,2873,1424
5560,2790,2688,1424
5566,2757,2751,1424
5484,2694,2776,1424
5495,2804,2793,1424
5522,2776,2749,1424
5585,2841,2778,1424
5561,2789,2813,1424
5612,2832,2781,1424
5574,2763,2801,1424
5587,2779,2766,1424
5410,2697,2874,1424
