Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
88,88,1,1424
482,433,39,1463
1714,1454,222,1685
4143,3269,840,2525
5952,3920,2111,4636
5333,2380,2999,7635
3741,1008,2600,10235
2300,379,1820,12055
1284,148,1164,13219
677,61,668,13887
359,25,343,14230
171,13,201,14431
90,1,82,14513
42,1,49,14562
20,0,22,14584
9,0,11,14595
6,0,3,14598
3,0,3,14601
1,0,2,14603
0,0,1,14604
