Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
23,22,0,1424
127,116,12,1436
953,895,69,1505
4664,4211,500,2005
9442,7119,2341,4346
5169,453,4726,9072
2542,0,2627,11699
1267,0,1275,12974
657,0,610,13584
345,0,312,13896
180,0,165,14061
98,0,82,14143
48,0,50,14193
26,0,22,14215
11,0,15,14230
6,0,5,14235
3,0,3,14238
1,0,2,14240
1,0,0,14240
1,0,0,14240
1,0,0,14240
0,0,1,14241
