Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
45,44,0,1424
127,103,21,1445
358,297,66,1511
746,574,186,1697
1377,987,356,2053
2219,1507,665,2718
2961,1858,1116,3834
3099,1606,1468,5302
2704,1179,1574,6876
2172,799,1331,8207
1571,451,1052,9259
1008,257,820,10079
618,129,519,10598
378,71,311,10909
245,36,169,11078
156,19,108,11186
82,12,86,11272
38,5,49,11321
22,3,19,11340
16,4,10,11350
8,1,9,11359
7,1,2,11361
5,0,2,11363
1,0,4,11367
1,0,0,11367
0,0,1,11368
