Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
24,23,0,1424
99,86,11,1435
801,746,44,1479
3781,3399,419,1898
9427,7484,1838,3736
5844,1078,4661,8397
2961,0,2883,11280
1476,0,1485,12765
710,0,766,13531
338,0,372,13903
174,0,164,14067
86,0,88,14155
38,0,48,14203
21,0,17,14220
6,0,15,14235
2,0,4,14239
1,0,1,14240
1,0,0,14240
0,0,1,14241
